"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.110169491525424,0.101694915254237,0.0593220338983051,0.0508474576271186,0.11864406779661,0.254237288135593,0.0508474576271186,0.0593220338983051,0.144067796610169,0.0508474576271186
"2",0.1875,0.0625,0.125,0.142857142857143,0.0625,0.0982142857142857,0.0714285714285714,0.0803571428571429,0.0714285714285714,0.0982142857142857
"3",0.0666666666666667,0.0777777777777778,0.0666666666666667,0.0555555555555556,0.0888888888888889,0.0888888888888889,0.0666666666666667,0.1,0.322222222222222,0.0666666666666667
"4",0.267857142857143,0.0446428571428571,0.0625,0.160714285714286,0.0535714285714286,0.133928571428571,0.0625,0.0803571428571429,0.0714285714285714,0.0625
"5",0.0606060606060606,0.101010101010101,0.222222222222222,0.0606060606060606,0.0707070707070707,0.181818181818182,0.101010101010101,0.0606060606060606,0.0707070707070707,0.0707070707070707
"6",0.148148148148148,0.0740740740740741,0.0864197530864197,0.135802469135802,0.0864197530864197,0.123456790123457,0.0617283950617284,0.0740740740740741,0.0864197530864197,0.123456790123457
"7",0.0520833333333333,0.104166666666667,0.0520833333333333,0.177083333333333,0.0729166666666667,0.0625,0.0520833333333333,0.25,0.09375,0.0833333333333333
"8",0.0347222222222222,0.0416666666666667,0.0416666666666667,0.0347222222222222,0.0347222222222222,0.0416666666666667,0.0555555555555556,0.625,0.0416666666666667,0.0486111111111111
"9",0.0625,0.1484375,0.0625,0.0625,0.0703125,0.2890625,0.046875,0.046875,0.15625,0.0546875
"10",0.0592592592592593,0.0444444444444444,0.0666666666666667,0.0666666666666667,0.0740740740740741,0.0518518518518519,0.125925925925926,0.0962962962962963,0.0444444444444444,0.37037037037037
"11",0.173913043478261,0.0652173913043478,0.0652173913043478,0.0760869565217391,0.25,0.0652173913043478,0.0760869565217391,0.0652173913043478,0.108695652173913,0.0543478260869565
"12",0.0446428571428571,0.107142857142857,0.160714285714286,0.0982142857142857,0.0535714285714286,0.151785714285714,0.0535714285714286,0.107142857142857,0.178571428571429,0.0446428571428571
"13",0.047244094488189,0.275590551181102,0.0551181102362205,0.094488188976378,0.0551181102362205,0.0866141732283465,0.141732283464567,0.0708661417322835,0.102362204724409,0.0708661417322835
"14",0.105263157894737,0.0526315789473684,0.0526315789473684,0.0964912280701754,0.0701754385964912,0.0701754385964912,0.342105263157895,0.0526315789473684,0.0526315789473684,0.105263157894737
"15",0.0381679389312977,0.450381679389313,0.0458015267175573,0.0687022900763359,0.099236641221374,0.0534351145038168,0.0458015267175573,0.0763358778625954,0.0687022900763359,0.0534351145038168
"16",0.0422535211267606,0.197183098591549,0.133802816901408,0.0352112676056338,0.147887323943662,0.0563380281690141,0.0774647887323944,0.119718309859155,0.112676056338028,0.0774647887323944
"17",0.040650406504065,0.0650406504065041,0.178861788617886,0.0731707317073171,0.0487804878048781,0.121951219512195,0.0569105691056911,0.0975609756097561,0.219512195121951,0.0975609756097561
"18",0.0543478260869565,0.0760869565217391,0.0652173913043478,0.0543478260869565,0.0760869565217391,0.0760869565217391,0.0543478260869565,0.0978260869565217,0.326086956521739,0.119565217391304
"19",0.0610687022900763,0.0610687022900763,0.0458015267175573,0.488549618320611,0.0458015267175573,0.0534351145038168,0.0458015267175573,0.0534351145038168,0.0381679389312977,0.106870229007634
"20",0.0504201680672269,0.0672268907563025,0.0504201680672269,0.151260504201681,0.0504201680672269,0.0504201680672269,0.0588235294117647,0.092436974789916,0.0672268907563025,0.361344537815126
"21",0.0578947368421053,0.0368421052631579,0.0315789473684211,0.121052631578947,0.0578947368421053,0.0894736842105263,0.431578947368421,0.0631578947368421,0.0315789473684211,0.0789473684210526
"22",0.251533742331288,0.0613496932515337,0.0429447852760736,0.214723926380368,0.0368098159509202,0.0797546012269939,0.110429447852761,0.0920245398773006,0.0552147239263804,0.0552147239263804
"23",0.102803738317757,0.0467289719626168,0.0654205607476635,0.0560747663551402,0.0654205607476635,0.327102803738318,0.0934579439252336,0.0560747663551402,0.11214953271028,0.0747663551401869
"24",0.234782608695652,0.0521739130434783,0.0434782608695652,0.191304347826087,0.0695652173913043,0.139130434782609,0.0434782608695652,0.0695652173913043,0.0782608695652174,0.0782608695652174
"25",0.243478260869565,0.0434782608695652,0.0608695652173913,0.234782608695652,0.0521739130434783,0.0521739130434783,0.0521739130434783,0.0869565217391304,0.11304347826087,0.0608695652173913
"26",0.0941176470588235,0.0941176470588235,0.141176470588235,0.0705882352941176,0.0705882352941176,0.105882352941176,0.0823529411764706,0.0823529411764706,0.188235294117647,0.0705882352941176
"27",0.0683760683760684,0.0683760683760684,0.0427350427350427,0.0854700854700855,0.094017094017094,0.0683760683760684,0.341880341880342,0.0683760683760684,0.0512820512820513,0.111111111111111
"28",0.0677966101694915,0.152542372881356,0.203389830508475,0.076271186440678,0.0847457627118644,0.135593220338983,0.076271186440678,0.076271186440678,0.0508474576271186,0.076271186440678
"29",0.0887096774193548,0.0645161290322581,0.0645161290322581,0.483870967741935,0.0403225806451613,0.0403225806451613,0.0483870967741935,0.0645161290322581,0.0403225806451613,0.0645161290322581
"30",0.14,0.19,0.06,0.11,0.06,0.14,0.07,0.06,0.05,0.12
"31",0.0512820512820513,0.0683760683760684,0.461538461538462,0.0598290598290598,0.0512820512820513,0.094017094017094,0.0598290598290598,0.0512820512820513,0.0598290598290598,0.0427350427350427
"32",0.0490196078431373,0.0686274509803922,0.205882352941176,0.0588235294117647,0.0980392156862745,0.0686274509803922,0.137254901960784,0.166666666666667,0.0686274509803922,0.0784313725490196
"33",0.288888888888889,0.0518518518518519,0.0518518518518519,0.148148148148148,0.0444444444444444,0.0592592592592593,0.125925925925926,0.0518518518518519,0.0814814814814815,0.0962962962962963
"34",0.176470588235294,0.0588235294117647,0.0849673202614379,0.0326797385620915,0.0392156862745098,0.0784313725490196,0.0588235294117647,0.163398692810458,0.215686274509804,0.0915032679738562
"35",0.0818181818181818,0.0545454545454545,0.145454545454545,0.0818181818181818,0.0636363636363636,0.0545454545454545,0.136363636363636,0.0636363636363636,0.154545454545455,0.163636363636364
"36",0.0569620253164557,0.0506329113924051,0.0379746835443038,0.120253164556962,0.0443037974683544,0.0632911392405063,0.0316455696202532,0.0443037974683544,0.0443037974683544,0.506329113924051
"37",0.0810810810810811,0.0405405405405405,0.0405405405405405,0.317567567567568,0.0405405405405405,0.209459459459459,0.0472972972972973,0.0608108108108108,0.0405405405405405,0.121621621621622
"38",0.119565217391304,0.0652173913043478,0.0652173913043478,0.0869565217391304,0.304347826086957,0.0652173913043478,0.0760869565217391,0.0652173913043478,0.0760869565217391,0.0760869565217391
"39",0.0737704918032787,0.10655737704918,0.0819672131147541,0.0983606557377049,0.0655737704918033,0.254098360655738,0.0901639344262295,0.0573770491803279,0.122950819672131,0.0491803278688525
"40",0.267326732673267,0.0594059405940594,0.0594059405940594,0.198019801980198,0.0594059405940594,0.128712871287129,0.0495049504950495,0.0495049504950495,0.0594059405940594,0.0693069306930693
"41",0.0757575757575758,0.0984848484848485,0.0681818181818182,0.053030303030303,0.318181818181818,0.128787878787879,0.053030303030303,0.0454545454545455,0.0681818181818182,0.0909090909090909
"42",0.0495867768595041,0.0413223140495868,0.487603305785124,0.0661157024793388,0.0495867768595041,0.107438016528926,0.0578512396694215,0.0495867768595041,0.0495867768595041,0.0413223140495868
"43",0.52212389380531,0.0442477876106195,0.0530973451327434,0.0619469026548673,0.0619469026548673,0.0530973451327434,0.0442477876106195,0.0619469026548673,0.0442477876106195,0.0530973451327434
"44",0.0609756097560976,0.469512195121951,0.0487804878048781,0.0487804878048781,0.0548780487804878,0.0975609756097561,0.0670731707317073,0.0548780487804878,0.0365853658536585,0.0609756097560976
"45",0.1,0.0545454545454545,0.0454545454545455,0.190909090909091,0.0636363636363636,0.0727272727272727,0.263636363636364,0.0636363636363636,0.0727272727272727,0.0727272727272727
"46",0.069364161849711,0.497109826589595,0.121387283236994,0.0346820809248555,0.0404624277456647,0.0520231213872832,0.0289017341040462,0.0346820809248555,0.0578034682080925,0.0635838150289017
"47",0.096,0.08,0.056,0.04,0.04,0.088,0.048,0.048,0.072,0.432
"48",0.111111111111111,0.160493827160494,0.0740740740740741,0.111111111111111,0.172839506172839,0.0617283950617284,0.0617283950617284,0.0864197530864197,0.0987654320987654,0.0617283950617284
"49",0.0725806451612903,0.0483870967741935,0.0806451612903226,0.0564516129032258,0.419354838709677,0.0967741935483871,0.0483870967741935,0.0645161290322581,0.0564516129032258,0.0564516129032258
"50",0.267326732673267,0.0495049504950495,0.0594059405940594,0.198019801980198,0.0594059405940594,0.108910891089109,0.0594059405940594,0.0495049504950495,0.0693069306930693,0.0792079207920792
"51",0.491071428571429,0.0446428571428571,0.0714285714285714,0.0625,0.0446428571428571,0.0535714285714286,0.0714285714285714,0.0535714285714286,0.0535714285714286,0.0535714285714286
"52",0.0857142857142857,0.0476190476190476,0.0571428571428571,0.0476190476190476,0.0571428571428571,0.152380952380952,0.104761904761905,0.0571428571428571,0.314285714285714,0.0761904761904762
"53",0.0377358490566038,0.050314465408805,0.0377358490566038,0.10062893081761,0.0377358490566038,0.0691823899371069,0.0440251572327044,0.0440251572327044,0.515723270440252,0.0628930817610063
"54",0.0337837837837838,0.0743243243243243,0.101351351351351,0.0472972972972973,0.0337837837837838,0.0472972972972973,0.540540540540541,0.0337837837837838,0.0337837837837838,0.0540540540540541
"55",0.0445859872611465,0.0636942675159236,0.0573248407643312,0.0445859872611465,0.445859872611465,0.0764331210191083,0.0573248407643312,0.089171974522293,0.0573248407643312,0.0636942675159236
"56",0.0458015267175573,0.0534351145038168,0.0381679389312977,0.114503816793893,0.0458015267175573,0.083969465648855,0.0381679389312977,0.0381679389312977,0.49618320610687,0.0458015267175573
"57",0.0763358778625954,0.0534351145038168,0.0458015267175573,0.0687022900763359,0.412213740458015,0.099236641221374,0.0381679389312977,0.0916030534351145,0.0687022900763359,0.0458015267175573
"58",0.1015625,0.0390625,0.0390625,0.2890625,0.0546875,0.1875,0.0625,0.046875,0.0390625,0.140625
"59",0.2,0.0695652173913043,0.0521739130434783,0.104347826086957,0.11304347826087,0.0869565217391304,0.0695652173913043,0.104347826086957,0.0782608695652174,0.121739130434783
"60",0.0958904109589041,0.143835616438356,0.0684931506849315,0.0753424657534247,0.0821917808219178,0.089041095890411,0.089041095890411,0.205479452054795,0.089041095890411,0.0616438356164384
"61",0.0673076923076923,0.0769230769230769,0.125,0.0576923076923077,0.0576923076923077,0.0769230769230769,0.221153846153846,0.0673076923076923,0.134615384615385,0.115384615384615
"62",0.116504854368932,0.058252427184466,0.0679611650485437,0.058252427184466,0.087378640776699,0.29126213592233,0.116504854368932,0.0485436893203883,0.087378640776699,0.0679611650485437
"63",0.0531914893617021,0.287234042553192,0.0957446808510638,0.0531914893617021,0.0638297872340425,0.074468085106383,0.0851063829787234,0.0957446808510638,0.0957446808510638,0.0957446808510638
"64",0.0782608695652174,0.0695652173913043,0.0521739130434783,0.0434782608695652,0.0695652173913043,0.0869565217391304,0.0434782608695652,0.0521739130434783,0.0521739130434783,0.452173913043478
"65",0.122137404580153,0.0534351145038168,0.351145038167939,0.0458015267175573,0.0458015267175573,0.129770992366412,0.0687022900763359,0.0610687022900763,0.0610687022900763,0.0610687022900763
"66",0.0476190476190476,0.0634920634920635,0.5,0.0555555555555556,0.0634920634920635,0.0634920634920635,0.0396825396825397,0.0714285714285714,0.0555555555555556,0.0396825396825397
"67",0.0990990990990991,0.045045045045045,0.45045045045045,0.0630630630630631,0.045045045045045,0.0720720720720721,0.0630630630630631,0.045045045045045,0.0630630630630631,0.0540540540540541
"68",0.0340136054421769,0.0816326530612245,0.0408163265306122,0.0612244897959184,0.0408163265306122,0.0476190476190476,0.0476190476190476,0.462585034013605,0.0884353741496599,0.0952380952380952
"69",0.0841121495327103,0.0747663551401869,0.0467289719626168,0.0654205607476635,0.0560747663551402,0.0467289719626168,0.196261682242991,0.0934579439252336,0.0841121495327103,0.252336448598131
"70",0.0697674418604651,0.0697674418604651,0.0930232558139535,0.13953488372093,0.0581395348837209,0.116279069767442,0.116279069767442,0.0813953488372093,0.0930232558139535,0.162790697674419
"71",0.161016949152542,0.0423728813559322,0.0508474576271186,0.101694915254237,0.0508474576271186,0.254237288135593,0.0508474576271186,0.110169491525424,0.0932203389830508,0.0847457627118644
"72",0.0740740740740741,0.0864197530864197,0.0864197530864197,0.0617283950617284,0.0864197530864197,0.0864197530864197,0.0864197530864197,0.222222222222222,0.0987654320987654,0.111111111111111
"73",0.0694444444444444,0.0486111111111111,0.0486111111111111,0.159722222222222,0.0486111111111111,0.0694444444444444,0.131944444444444,0.104166666666667,0.0555555555555556,0.263888888888889
"74",0.0841121495327103,0.177570093457944,0.0934579439252336,0.224299065420561,0.0467289719626168,0.0841121495327103,0.0560747663551402,0.0467289719626168,0.11214953271028,0.0747663551401869
