"","x"
"power",630
"data",550
"system",540
"electr",421
"meter",305
"inform",257
"unit",244
"invent",229
"communic",218
"control",199
"inspect",189
"transmit",183
"generat",182
"includ",169
"server",156
"present",153
"method",152
"signal",150
"remot",143
"line",142
"accord",140
"connect",123
"manag",122
"oper",122
"current",120
"voltag",119
"measur",118
"multipl",117
"receiv",117
"concentr",115
"modem",110
"compris",106
"time",101
"apparatus",100
"provid",100
"valu",100
"transform",96
"collect",95
"devic",95
"load",93
"produc",92
"distribut",91
"relat",89
"network",78
"read",78
"phase",77
"second",77
"protocol",76
"type",76
"consum",75
"process",75
"packet",74
"smart",73
"watthour",71
"amount",70
"modul",70
"suppli",70
"equip",69
"instal",69
"energi",66
"perform",66
"request",63
"secur",63
"part",61
"store",61
"determin",60
"step",58
"state",57
"transmiss",54
"check",52
"storag",52
"detect",50
"facil",50
"input",50
"block",49
"telemet",48
"output",47
"among",45
"breaker",45
"protect",45
"acquisit",44
"analyz",44
"high",44
"electron",43
"instrument",43
"prevent",42
"base",41
"basi",41
"calcul",41
"monitor",40
"frequenc",39
"master",39
"side",39
"error",38
"charg",37
"analysi",36
"bus",36
"correspond",36
"low",36
"stabil",36
"wire",36
"ami",35
"intellig",35
"object",35
"disclos",34
"grid",34
"relay",34
"address",33
"chang",33
"hour",33
"key",33
"sourc",33
"whether",33
"differ",32
"termin",32
"watt",32
"microgrid",31
"standard",31
"administr",30
"field",30
"order",30
"registr",30
"wireless",30
"client",29
"direct",29
"pressur",29
"sens",29
"slave",29
"featur",28
"work",28
"task",27
"batteri",26
"dcu",26
"effect",26
"posit",26
"real",26
"result",26
"schedul",26
"sensor",26
"synchron",26
"technolog",26
"acquir",25
"authent",25
"certif",25
"command",25
"mode",25
"period",25
"technic",25
"function",24
"malfunct",24
"messag",24
"rate",24
"underground",24
"various",24
"convert",23
"digit",23
"number",23
"outag",23
"paramet",23
"qualiti",23
"ratio",23
"section",23
"switch",23
"case",22
"classifi",22
"predict",22
"access",21
"area",21
"condit",21
"deliv",21
"dlms",21
"mainten",21
"node",21
"respect",21
"describ",20
"extract",20
"main",20
"character",19
"code",19
"possibl",19
"public",19
"reactiv",19
"respons",19
"servic",19
"transact",19
"zigbe",19
"automat",18
"chain",18
"distanc",18
"fault",18
"harmon",18
"plc",18
"probe",18
"select",18
"therefor",18
"thereof",18
"weather",18
"circuit",17
"fix",17
"identifi",17
"insid",17
"interfac",17
"waveform",17
"appli",16
"cabl",16
"capabl",16
"compar",16
"correct",16
"cycl",16
"discharg",16
"event",16
"level",16
"non",16
"occurr",16
"region",16
"reliabl",16
"bid",15
"broad",15
"common",15
"configur",15
"databas",15
"fep",15
"flow",15
"limit",15
"loss",15
"plant",15
"polici",15
"predetermin",15
"privat",15
"profil",15
"separ",15
"station",15
"improv",14
"jig",14
"link",14
"port",14
"ship",14
"substat",14
"techniqu",14
"virtual",14
"compens",13
"element",13
"greater",13
"ground",13
"land",13
"layer",13
"least",13
"locat",13
"minim",13
"open",13
"plan",13
"refer",13
"une",13
"arrang",12
"conduct",12
"discrimin",12
"electromobil",12
"environ",12
"ess",12
"form",12
"grasp",12
"heat",12
"integr",12
"outsid",12
"pan",12
"rule",12
"situat",12
"specif",12
"status",12
"transfer",12
"util",12
"compon",11
"comput",11
"confirm",11
"connexion",11
"consumpt",11
"demand",11
"drive",11
"effici",11
"embodi",11
"failur",11
"group",11
"imped",11
"person",11
"reduc",11
"smcp",11
"subject",11
"total",11
"upper",11
"watch",11
"accid",10
"bottl",10
"definit",10
"develop",10
"exampl",10
"follow",10
"format",10
"hvdc",10
"implement",10
"inflow",10
"intens",10
"intercept",10
"interrupt",10
"machineri",10
"neogonesi",10
"panel",10
"prefer",10
"processor",10
"prosum",10
"repres",10
"resist",10
"sampl",10
"search",10
"test",10
"three",10
"updat",10
"user",10
"vehicl",10
"advanc",9
"applic",9
"constant",9
"damag",9
"fact",9
"feeder",9
"identif",9
"infra",9
"issu",9
"judg",9
"magnet",9
"model",9
"motiv",9
"mount",9
"natur",9
"password",9
"pattern",9
"platform",9
"potenti",9
"send",9
"shape",9
"stand",9
"subscrib",9
"water",9
"within",9
"zone",9
"adjac",8
"angular",8
"arrest",8
"avail",8
"binari",8
"blackout",8
"bridg",8
"center",8
"cluster",8
"cost",8
"decod",8
"derreur",8
"dispers",8
"due",8
"feed",8
"furnac",8
"hybrid",8
"indic",8
"insert",8
"interpret",8
"interv",8
"isol",8
"lightn",8
"list",8
"memori",8
"mobil",8
"product",8
"rank",8
"record",8
"regist",8
"reserv",8
"resourc",8
"restrict",8
"ring",8
"share",8
"shed",8
"solar",8
"superconduct",8
"abnorm",7
"activ",7
"adminstr",7
"agent",7
"algorithm",7
"alon",7
"asynchron",7
"close",7
"convers",7
"damp",7
"dan",7
"disposit",7
"divis",7
"encrypt",7
"establish",7
"estim",7
"evalu",7
"factor",7
"frame",7
"gather",7
"hdlc",7
"inlet",7
"job",7
"made",7
"mean",7
"merg",7
"metric",7
"mho",7
"middl",7
"modifi",7
"normal",7
"organ",7
"portion",7
"prepar",7
"program",7
"properti",7
"radio",7
"reciproc",7
"repudi",7
"script",7
"serial",7
"serviceconductor",7
"session",7
"size",7
"spot",7
"suggest",7
"support",7
"tag",7
"telemetri",7
"topolog",7
"trip",7
"trunk",7
"verif",7
"addit",6
"allow",6
"altern",6
"balanc",6
"built",6
"captur",6
"class",6
"coin",6
"commerci",6
"comparison",6
"contact",6
"continu",6
"coupler",6
"cut",6
"decid",6
"defect",6
"delay",6
"des",6
"differenti",6
"emerg",6
"emiss",6
"encod",6
"execut",6
"exist",6
"gaug",6
"incom",6
"internet",6
"invert",6
"keylock",6
"leak",6
"leakag",6
"lender",6
"long",6
"mac",6
"machin",6
"map",6
"maximum",6
"net",6
"offload",6
"outgo",6
"pda",6
"plural",6
"purchas",6
"radiat",6
"reactanc",6
"recogn",6
"recoveri",6
"risk",6
"safeti",6
"satisfi",6
"save",6
"secondari",6
"short",6
"show",6
"specifi",6
"tap",6
"telecommun",6
"tool",6
"ultra",6
"valid",6
"variabl",6
"vibrat",6
"wirewireless",6
"accumul",5
"action",5
"analog",5
"arc",5
"band",5
"beforehand",5
"behavior",5
"belong",5
"build",5
"busi",5
"central",5
"charger",5
"cipher",5
"clock",5
"distort",5
"droop",5
"econom",5
"extern",5
"give",5
"handl",5
"imag",5
"increas",5
"infrastructur",5
"initi",5
"intrins",5
"lead",5
"les",5
"lost",5
"maintain",5
"materi",5
"mesh",5
"militari",5
"obtain",5
"optim",5
"photovolta",5
"pipe",5
"pour",5
"puls",5
"queue",5
"quick",5
"reactor",5
"recept",5
"renew",5
"requir",5
"reson",5
"simul",5
"small",5
"socket",5
"sub",5
"success",5
"term",5
"tide",5
"token",5
"traffic",5
"trap",5
"treatment",5
"week",5
"actual",4
"add",4
"advantag",4
"angl",4
"answer",4
"applianc",4
"associ",4
"box",4
"capacit",4
"cdma",4
"conduit",4
"construct",4
"coolant",4
"copi",4
"cross",4
"defin",4
"demodul",4
"desir",4
"detail",4
"detector",4
"diagram",4
"diesel",4
"disconnect",4
"domain",4
"dpr",4
"dtection",4
"dynam",4
"earthquak",4
"edg",4
"efficac",4
"est",4
"exit",4
"expect",4
"file",4
"final",4
"forecast",4
"former",4
"four",4
"fructus",4
"fuse",4
"gas",4
"hardwar",4
"hash",4
"induct",4
"institut",4
"insul",4
"intern",4
"jacket",4
"liver",4
"match",4
"nearbi",4
"neural",4
"next",4
"nms",4
"occur",4
"offset",4
"oscil",4
"pager",4
"partial",4
"past",4
"per",4
"pmu",4
"pre",4
"proper",4
"puissanc",4
"quantit",4
"queri",4
"radialion",4
"rang",4
"rapid",4
"rapport",4
"rung",4
"scale",4
"shear",4
"singl",4
"solut",4
"solv",4
"sound",4
"sstate",4
"structur",4
"tension",4
"third",4
"train",4
"transmitt",4
"troubl",4
"turbin",4
"unif",4
"upgrad",4
"urgenc",4
"voltammogram",4
"wave",4
"without",4
"zero",4
"acoust",3
"adapt",3
"aerob",3
"air",3
"alarm",3
"alloc",3
"amr",3
"appropri",3
"attach",3
"author",3
"basic",3
"beak",3
"big",3
"broker",3
"cabinet",3
"call",3
"certain",3
"challeng",3
"chaqu",3
"chargedischarg",3
"checker",3
"chip",3
"classif",3
"clear",3
"combin",3
"comprehens",3
"consid",3
"consider",3
"convent",3
"copper",3
"count",3
"countri",3
"creation",3
"critic",3
"critr",3
"dds",3
"degre",3
"delet",3
"design",3
"deviat",3
"diagnosi",3
"divid",3
"drop",3
"dualiz",3
"durat",3
"equat",3
"erreur",3
"ethernet",3
"exchang",3
"express",3
"eye",3
"facilit",3
"facilities",3
"fee",3
"filter",3
"foot",3
"forgeri",3
"front",3
"gap",3
"gateway",3
"general",3
"gotten",3
"gradual",3
"guard",3
"heterogen",3
"histori",3
"incorpor",3
"inject",3
"inter",3
"interconnect",3
"interest",3
"item",3
"keep",3
"lesquel",3
"less",3
"local",3
"logger",3
"luck",3
"minimum",3
"mof",3
"monit",3
"move",3
"mutual",3
"needl",3
"neutral",3
"observ",3
"onoff",3
"overload",3
"parallel",3
"paramtr",3
"pass",3
"payload",3
"perceiv",3
"persist",3
"precis",3
"previous",3
"pure",3
"purpos",3
"redund",3
"reheat",3
"restor",3
"rune",3
"scan",3
"scatter",3
"schema",3
"shadow",3
"sink",3
"slope",3
"slot",3
"sneak",3
"spacer",3
"squar",3
"stack",3
"steadili",3
"steam",3
"stime",3
"stop",3
"substrat",3
"super",3
"temperatur",3
"threshold",3
"toward",3
"triphas",3
"trs",3
"uhf",3
"univers",3
"valeur",3
"valuat",3
"verifi",3
"volum",3
"waterwork",3
"whole",3
"abort",2
"acknowledg",2
"adjoin",2
"adjust",2
"almsgiv",2
"altogeth",2
"amplifi",2
"analig",2
"appar",2
"approach",2
"around",2
"arteri",2
"asset",2
"assumpt",2
"async",2
"atom",2
"averag",2
"bad",2
"best",2
"bigger",2
"bill",2
"board",2
"break",2
"bregma",2
"bring",2
"bulk",2
"buse",2
"calyc",2
"cancer",2
"capac",2
"card",2
"cell",2
"characterist",2
"circl",2
"cloud",2
"comm",2
"compani",2
"compat",2
"composit",2
"compteur",2
"conductor",2
"confront",2
"confus",2
"connector",2
"contribut",2
"conveni",2
"criteria",2
"crystal",2
"custom",2
"dcdc",2
"declin",2
"detach",2
"development",2
"diagnos",2
"dimens",2
"disassembl",2
"discoveri",2
"disturb",2
"document",2
"done",2
"drainag",2
"drawn",2
"dtecter",2
"dtermin",2
"dual",2
"dummi",2
"duplex",2
"easili",2
"echo",2
"egg",2
"electrorecept",2
"electrostat",2
"elementari",2
"embed",2
"enabl",2
"enlarg",2
"enterpris",2
"epsl",2
"equal",2
"equit",2
"exceed",2
"excess",2
"extra",2
"fair",2
"fast",2
"ferroreson",2
"figur",2
"financ",2
"fire",2
"firmwar",2
"fit",2
"formul",2
"formwar",2
"forth",2
"fourier",2
"frequent",2
"fresh",2
"gad",2
"gain",2
"gale",2
"gear",2
"gis",2
"global",2
"goal",2
"gps",2
"height",2
"herein",2
"hexadecim",2
"ident",2
"impregn",2
"independ",2
"individu",2
"inefficac",2
"ingredi",2
"interferenti",2
"intragroup",2
"inward",2
"kidney",2
"languag",2
"logic",2
"login",2
"major",2
"manless",2
"market",2
"mechan",2
"mesur",2
"microcontrol",2
"middlewar",2
"miss",2
"moin",2
"multimet",2
"nativ",2
"necessari",2
"nois",2
"obi",2
"obstacl",2
"operand",2
"orient",2
"overlap",2
"paper",2
"parall",2
"parametr",2
"parent",2
"pars",2
"permiss",2
"possess",2
"predefin",2
"premier",2
"prevar",2
"prioriti",2
"probabl",2
"problem",2
"procedur",2
"pss",2
"publish",2
"pump",2
"push",2
"qrev",2
"quantiti",2
"quelconqu",2
"qui",2
"random",2
"rbm",2
"rcm",2
"realiz",2
"reel",2
"reflect",2
"regardless",2
"regul",2
"rell",2
"remov",2
"replac",2
"retransmit",2
"rout",2
"rtu",2
"run",2
"safe",2
"screen",2
"sell",2
"sensit",2
"sent",2
"sequenc",2
"seri",2
"shc",2
"shown",2
"shr",2
"snmp",2
"softwar",2
"sont",2
"sought",2
"speed",2
"spirit",2
"stabl",2
"stage",2
"start",2
"stem",2
"suit",2
"sum",2
"supplementari",2
"suppress",2
"suprem",2
"suprieur",2
"sur",2
"survey",2
"symmetr",2
"systempow",2
"taken",2
"tcsc",2
"thyristor",2
"transceiv",2
"transmmit",2
"trial",2
"uart",2
"unstabl",2
"urgent",2
"vacuum",2
"vector",2
"vest",2
"via",2
"vlim",2
"vref",2
"ware",2
"web",2
"weight",2
"abil",1
"accept",1
"accomplish",1
"account",1
"accur",1
"acr",1
"across",1
"admiss",1
"aerial",1
"affair",1
"afin",1
"afterward",1
"agreeabl",1
"alreadi",1
"amend",1
"anchor",1
"antenna",1
"appareil",1
"appoint",1
"apss",1
"aspect",1
"assign",1
"assist",1
"attack",1
"authentif",1
"autom",1
"autonom",1
"avoid",1
"ayant",1
"back",1
"backup",1
"barrier",1
"bay",1
"becom",1
"bess",1
"better",1
"bidirect",1
"black",1
"bloc",1
"bottom",1
"breakdown",1
"broken",1
"browser",1
"burglar",1
"burn",1
"busbar",1
"capacitor",1
"car",1
"carrier",1
"cas",1
"cask",1
"categori",1
"channel",1
"charact",1
"chargingdischarg",1
"cheap",1
"citi",1
"classic",1
"coincid",1
"combust",1
"commit",1
"communal",1
"compet",1
"complement",1
"comport",1
"compos",1
"compren",1
"concurr",1
"conform",1
"consist",1
"constraint",1
"coordin",1
"corp",1
"correl",1
"coupl",1
"courant",1
"cpu",1
"curv",1
"danger",1
"daytim",1
"death",1
"decis",1
"decreas",1
"delimit",1
"demarc",1
"depart",1
"destin",1
"deterior",1
"deux",1
"diagnost",1
"dig",1
"diseas",1
"dispatch",1
"display",1
"dispos",1
"disproport",1
"dissip",1
"distinguish",1
"diversifi",1
"domin",1
"dose",1
"doubl",1
"dragon",1
"dsp",1
"dtect",1
"dull",1
"dun",1
"earth",1
"elucid",1
"emit",1
"emul",1
"enclos",1
"enforc",1
"environment",1
"equival",1
"erect",1
"erp",1
"especi",1
"exact",1
"examin",1
"except",1
"expens",1
"experi",1
"explor",1
"fabric",1
"famili",1
"faon",1
"farm",1
"farmland",1
"fdd",1
"fill",1
"fish",1
"float",1
"forc",1
"foretold",1
"formula",1
"forward",1
"foundat",1
"fourth",1
"free",1
"fuel",1
"full",1
"furthermor",1
"fusion",1
"geograph",1
"given",1
"graduat",1
"grip",1
"guidanc",1
"han",1
"hang",1
"header",1
"heighten",1
"hereinaft",1
"higher",1
"hight",1
"holder",1
"home",1
"homolog",1
"host",1
"household",1
"hub",1
"hypothesi",1
"iaa",1
"ide",1
"igc",1
"igr",1
"illustr",1
"imit",1
"immedi",1
"impact",1
"import",1
"imposs",1
"inabl",1
"incap",1
"index",1
"industri",1
"ineffect",1
"inevit",1
"infrieur",1
"inher",1
"inquiri",1
"instead",1
"instruct",1
"intend",1
"interceptor",1
"interpol",1
"introduc",1
"invest",1
"ion",1
"ipv",1
"island",1
"just",1
"keown",1
"kepco",1
"kept",1
"keyboard",1
"knowhow",1
"kps",1
"lappareil",1
"left",1
"lequel",1
"life",1
"linear",1
"linvent",1
"live",1
"lng",1
"lock",1
"locker",1
"lower",1
"lun",1
"lxcfxbchere",1
"maker",1
"mani",1
"margin",1
"matrix",1
"medium",1
"merchant",1
"microphon",1
"microprocessor",1
"milder",1
"minut",1
"mix",1
"modulo",1
"motor",1
"mouth",1
"moyenn",1
"multi",1
"multicast",1
"multiplex",1
"name",1
"nation",1
"near",1
"negat",1
"neglig",1
"neighbor",1
"newli",1
"ngativ",1
"nimport",1
"nominal",1
"nonexist",1
"nonlinear",1
"notic",1
"notifi",1
"nune",1
"ogiv",1
"omit",1
"oneself",1
"onlin",1
"option",1
"origin",1
"outer",1
"overvoltag",1
"ownership",1
"page",1
"paid",1
"pair",1
"par",1
"particip",1
"path",1
"paus",1
"pcs",1
"pdu",1
"peak",1
"petroleum",1
"phasor",1
"phylogenet",1
"physic",1
"piconet",1
"pis",1
"plate",1
"play",1
"player",1
"plug",1
"pole",1
"poll",1
"pollut",1
"portabl",1
"powerlin",1
"practic",1
"primari",1
"prime",1
"procd",1
"profit",1
"propag",1
"proprietari",1
"prospect",1
"provision",1
"pstn",1
"pub",1
"quantiz",1
"quin",1
"radius",1
"rais",1
"reach",1
"receipt",1
"recharg",1
"recomput",1
"reduct",1
"refriger",1
"reinforc",1
"relai",1
"releas",1
"repair",1
"repeat",1
"replenish",1
"report",1
"reproduc",1
"resistor",1
"respond",1
"rest",1
"restant",1
"retail",1
"review",1
"rgler",1
"rgls",1
"rhizomel",1
"rippl",1
"riser",1
"rockout",1
"room",1
"satellit",1
"satisfait",1
"scalar",1
"scheme",1
"segment",1
"self",1
"serious",1
"settl",1
"setup",1
"sever",1
"shedul",1
"shield",1
"shock",1
"shorten",1
"simultan",1
"site",1
"situ",1
"slack",1
"smaller",1
"smooth",1
"space",1
"spare",1
"spread",1
"ssys",1
"statcom",1
"statement",1
"steadi",1
"stimul",1
"stroag",1
"subchannel",1
"substitut",1
"suitabl",1
"superpos",1
"supervisori",1
"supplier",1
"surg",1
"suspend",1
"suspens",1
"svc",1
"symptom",1
"synthesi",1
"tabl",1
"tandem",1
"tant",1
"target",1
"temporari",1
"tender",1
"terrestri",1
"tetra",1
"text",1
"therebi",1
"throughout",1
"tie",1
"till",1
"toler",1
"tout",1
"track",1
"trade",1
"transduc",1
"transit",1
"transmissionrecept",1
"tre",1
"tree",1
"trigger",1
"tripha",1
"turn",1
"udm",1
"ultrason",1
"unabl",1
"undercurr",1
"understand",1
"unifi",1
"unusu",1
"upload",1
"upon",1
"usag",1
"utmost",1
"valv",1
"variat",1
"vessel",1
"villag",1
"visibl",1
"voodoo",1
"vsc",1
"warehous",1
"warm",1
"warn",1
"wat",1
"waterway",1
"weigh",1
"wherein",1
"wholesal",1
"wiredwireless",1
"wirelin",1
"workload",1
"wound",1
"yes",1
"yet",1
"yield",1
"yoo",1
"zip",1
